#Name,Brand,color,Link,wish,review
Jordan 3 x Fragment Retro SP White Black,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25490 ,3931,675
(W) Jordan 3 x A Ma Maniere Retro SP,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31763 ,1115,157
Jordan 4 x Union Retro Off Noir,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/25061 ,2087,463
(GS) Jordan 1 Low Black Particle Grey,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/36334 ,11000,171
Balenciaga Speed Trainer Black White 2021/2022,Balenciaga,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/30753 ,1870,169
Jordan 1 Low Gym Red White,Jordan,"{'name': 'Merlot', 'RGB': (131, 25, 35)}",https://kream.co.kr/products/23587 ,6583,323
Nike x Off-White Dunk Low Pine Green,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/23211 ,4731,1083
Adidas Yeezy Boost 350 V2 Zebra 2022,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/57455 ,2993,78
(GS) Jordan 1 Low Light Smoke Grey,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26020 ,19000,284
(PS) Jordan 1 x Travis Scott Retro Low OG SP Sail and Ridgerock,Jordan,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/70256 ,1155,68
Jordan 5 x Off-White Retro SP Black Muslin,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/23477 ,1886,616
Hermes Izmir Sandal Calfskin & Gold,Hermes,"{'name': 'Rope', 'RGB': (142, 77, 30)}",https://kream.co.kr/products/57553 ,263,6
Nike Kobe 5 Protro Bruce Lee,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/25793 ,640,70
Adidas Yeezy 700 V3 Alvah,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23476 ,1477,71
Crocs x Salehe Bembury Pollex Clog Stratus,Crocs,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/62430 ,2407,62
Nike x Off-White Dunk Low University Red,Nike,"{'name': 'Fire Engine Red', 'RGB': (206, 32, 41)}",https://kream.co.kr/products/23213 ,2144,542
Nike SB Dunk Low Pro Blue Chill,Nike,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/29072 ,1808,83
Jordan 1 Retro High OG Bloodline,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/22885 ,6158,710
Dior B23 High Dior Oblique White & Black,Dior,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24846 ,2237,352
Maison Mihara Yasuhiro Blakey OG Sole Canvas Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/46177 ,1773,81
New Balance x Auralee 2002R Yellow Beige,New Balance,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/73722 ,690,9
Nike x Sacai x Jean Paul Gaultier VaporWaffle Sesame Blue Void,Nike,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/41579 ,1236,72
Adidas Yeezy Foam RNNR MXT Moon Gray,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31940 ,1572,223
Jordan 1 Retro Royal 2017,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/9886 ,1605,218
Louis Vuitton x Nike Air Force 1 Low by Virgil Abloh White Team Royal,Louis Vuitton,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/65487 ,1228,34
New Balance 990v3 Made in USA Raw Amethyst,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/69264 ,417,11
Jordan 1 Retro High OG Bred Banned 2016,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/7658 ,2331,475
New Balance x Malbon 997 Golf Grey,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/45403 ,439,6
New Balance 990vs1 Made in USA Grey,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/35272 ,1392,30
Jordan 4 Retro Bred 2019,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/20418 ,1665,207
(W) Chanel Sandals Grained Calfskin & Black,Chanel,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/54869 ,1181,8
Adidas Yeezy 500 Utility Black,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/15805 ,2641,359
Balenciaga x Crocs Rubber Boot Black,Balenciaga,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/51383 ,347,86
(W) Saint Laurent Court Classic SL/06 Sneakers White Black,Saint Laurent,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28206 ,141,1
Adidas Yeezy Boost 350 V2 Israfil,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/25011 ,1640,95
Nike x Sacai LDWaffle White Nylon,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23600 ,4471,392
Jordan 1 x Union Retro High Blue Toe,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/17629 ,2312,281
Asics Gel-Kayano 14 Monaco Blue Black,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/41153 ,2962,62
Jordan 6 Retro Infrared 2019,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/19253 ,1042,132
Maison Mihara Yasuhiro Blakey OG Sole OH Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/75964 ,468,7
Converse x Feng Chen Wang Chuck 70 2-in-1 Natural Ivory Black,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26037 ,6580,403
New Balance x Stone Island x Tokyo Design Studio FuelCell RC Elite v2,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42785 ,2695,75
Asics x Andersson Bell Gel-1090 Glacier Grey Silver,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31704 ,6095,310
Adidas Yeezy Boost 350 V2 Cloud White - Non-Reflective,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/22102 ,3133,228
Jordan 1 Retro High Not for Resale Varsity Red,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/17496 ,2999,269
Prada Chocolate Brushed Leather Loafers Black,Prada,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/53946 ,1481,44
Asics x Vivienne Westwood Gel-Kayano 26 Birch White,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25724 ,2978,111
Adidas Yeezy 700 V3 Arzareth,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25344 ,901,47
Nike Moon Racer Monarch,Nike,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/17378 ,2764,225
Jordan 11 Retro Space Jam 2016,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/8263 ,697,98
Louis Vuitton LV Trainer Sneakers Black,Louis Vuitton,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/66168 ,392,12
Golden Goose Superstar White Ice Green Tab Sneakers,Golden Goose,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51099 ,213,0
Dior B23 Low Dior Oblique White & Black,Dior,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24850 ,2807,167
Salomon RX Snow Moc 2 ADV Kangaroo,Salomon,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/43405 ,2429,38
Alexander McQueen Oversized Sneakers White,Alexander McQueen,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/29440 ,353,33
Adidas x Human Made Adimatic Brown,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/70259 ,3055,18
Nike x Off-White Dunk Low The 50 - Lot 49,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/39173 ,2578,78
Jordan 4 Retro Taupe Haze,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/28722 ,1272,164
Jordan 1 x Trophy Room Retro High OG SP Chicago,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/29523 ,1644,117
Nike Kobe 5 Protro Big Stage,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25263 ,570,23
Adidas Yeezy Boost 350 V2 Yecheil - Non-Reflective,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23202 ,937,201
Adidas Yeezy 500 Blush 2018,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/14015 ,1534,326
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/72013 ,511,21
Balenciaga Runner Sneakers Monocolor White,Balenciaga,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/71183 ,174,22
Balenciaga Runner Sneakers Monocolor Black,Balenciaga,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/48581 ,138,3
New Balance x Aime Leon Dore 993 Made in USA Taupe,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/45193 ,1343,46
Nike Dunk Low SP University Red,Nike,"{'name': 'Merlot', 'RGB': (131, 25, 35)}",https://kream.co.kr/products/23997 ,6393,373
Nike Daybreak SP Black Metallic Silver,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/21582 ,2869,179
Jordan 3 Retro OG Black Cement 2018,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/14042 ,682,161
Louis Vuitton LV Trainer Sneakers Red,Louis Vuitton,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/77690 ,138,9
Jordan 11 Adapt (KR Charger),Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/27801 ,397,46
Nike Kobe 5 Protro Alternate Bruce Lee,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26260 ,449,38
Adidas Yeezy Boost 350 V2 Synth - Non-Reflective,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/21000 ,508,34
Dior B27 Low-Top Sneakers Gray,Dior,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28069 ,1123,88
Jordan 1 x Dior Low OG,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23811 ,5234,345
Jordan 1 Retro High Homage To Home (Non-Numbered),Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/15132 ,870,62
Alexander McQueen Oversized Sneakers Clear Sole White Black,Alexander McQueen,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/39592 ,110,6
Nike x Gundam SB Dunk High Pro QS Unicorn RX-0,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/41548 ,1188,48
(GS) Jordan 1 Retro High OG Bred Banned 2016,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/7661 ,412,35
Louis Vuitton LV Trainer Sneakers Green,Louis Vuitton,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/80826 ,50,5
Maison Margiela Calfskin Replica Sneakers Black,Maison Margiela,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/46202 ,179,3
Maison Mihara Yasuhiro Blakey OG Sole Canvas High-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/67225 ,127,4
Balenciaga x Adidas Triple S Sneakers White Black,Balenciaga,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/63845 ,283,10
Nike x Matthew M Williams Zoom 004 Rust Factor,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/33634 ,555,58
Nike x Stussy Air Zoom Spiridon Cage 2 Pure Platinum,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23704 ,2542,178
(W) Hermes Bouncing Sneakers Parachute Fabric Suede Goatskin & Noir,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/61607 ,81,0
New Balance x Aime Leon Dore 1300 Dusty Pink,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/25956 ,3396,79
Maison Mihara Yasuhiro Blakey VL OG Sole Canvas Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/67228 ,626,27
Nike x Matthew M Williams Zoom 004 Stone,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/27644 ,2581,484
Vans x Imran Potato Knu-Skool VR3 LX Black White,Vans,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/62448 ,1474,28
Jordan 4 Retro University Blue,Jordan,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/33001 ,1373,157
Nike Air Max 97 G Silver Bullet,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/23445 ,1258,54
(W) Chanel Loafers Lambskin & Gold Black,Chanel,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/59346 ,458,0
Golden Goose Superstar White Electric Blue Silver Tab Sneakers,Golden Goose,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/56032 ,118,0
Maison Mihara Yasuhiro Peterson OD OG Sole Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/71265 ,40,1
(W) Hermes Royal Loafers Goatskin & Permabrass Noir,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/54804 ,253,1
Maison Mihara Yasuhiro Peterson OG Sole Paraffin Leather Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/70205 ,212,7
Jordan 4 Golf White Cement,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30073 ,269,11
Nike SB Dunk Low Pro Night of Mischief Halloween,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/22562 ,437,39
(GS) Jordan 11 Retro Concord 2018,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/17990 ,674,50
Hermes Bouncing Sneakers Parachute Fabric Suede Goatskin & Blanc,Hermes,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/68673 ,77,0
Maison Mihara Yasuhiro Baker OG Sole OD Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/66137 ,242,3
Hermes Depart Sneakers knit calfskin & Marine Blanc,Hermes,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/62919 ,68,1
Balenciaga Runner Sneakers Blue White,Balenciaga,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/40663 ,968,137
New Balance x Aime Leon Dore 993 Made in USA Brown,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/45192 ,714,25
Jordan 4 Retro Cool Grey 2019,Jordan,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/21482 ,853,112
Reebok x Maison Margiela Club C TL White,Reebok,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31420 ,1129,24
Adidas Yeezy Boost 700 Inertia,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/19596 ,713,116
Nike x Off-White Air Presto White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/16150 ,1285,197
New Balance 990v3 Made in USA Olive,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/77493 ,310,7
Nike x Stranger Things Tailwind 79 Independence Day Pack,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/21248 ,580,38
Jordan 1 Retro All Star 2017 Chameleon,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/9629 ,388,24
Golden Goose Purestar All-White Sneakers,Golden Goose,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/35689 ,90,2
Maison Mihara Yasuhiro Blakey VL OG Sole Leather Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/68954 ,233,12
Maison Mihara Yasuhiro Baker OG Sole OD Canvas Low-top Sneakers Green,Mihara Yasuhiro,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/50869 ,61,1
Nike Air Force 1 '07 LV8 Dusty Blue,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31764 ,3472,55
Jordan 1 Retro High OG Black White 2014,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/4639 ,3731,673
Louis Vuitton LV Trainer Sneakers Beige,Louis Vuitton,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/58798 ,242,6
(W) Chanel Ballerina Flat Lambskin & Ivory Black,Chanel,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/55000 ,366,1
Maison Mihara Yasuhiro Herbie OG Sole Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/76789 ,78,3
Maison Mihara Yasuhiro Blakey OG STC Sole Chenile Embroidery Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/46179 ,323,9
New Balance 1400 Made in USA Navy,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23887 ,1759,55
Alexander McQueen Tread Slick Lace Up Black White,Alexander McQueen,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/29439 ,293,15
Nike x Comme des Garcons Homme Plus Air Foamposite One Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/44342 ,1166,39
(W) Jordan 1 Low Guava Ice,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25662 ,2243,26
Nike Air Max 98 Gundam 2018,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/13723 ,545,98
Hermes Chypre Sandal Woolskin & Beige Gobi,Hermes,"{'name': 'Rope', 'RGB': (142, 77, 30)}",https://kream.co.kr/products/73800 ,35,3
Hermes Chypre Sandal Calfskin & Noir,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/57204 ,144,5
Hermes Bouncing Sneakers Mesh Suede Goatskin & Multicolore Beige,Hermes,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/56048 ,101,3
Maison Mihara Yasuhiro x Bed J.W. Ford Hank Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/60633 ,97,1
New Balance x Levi's 990v3 Grey (Levi's Tag),New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/40728 ,424,16
New Balance 990v2 Made in USA Black,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/38742 ,218,4
Reebok x Maison Margiela Classic Leather Tabi Shoes Black,Reebok,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/30440 ,556,18
(GS) Jordan 1 Low Light Arctic Pink,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26032 ,3619,29
Jordan 4 Retro SE Neon 95,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/23640 ,328,35
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low-top Sneakers Orange,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/74098 ,168,6
Maison Margiela Slip-On Tabi Shoes Black,Maison Margiela,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/67176 ,37,2
(W) Dior Walk'N'Dior Sneakers Oblique Gray,Dior,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24857 ,1612,22
Nike Air Max Scorpion Flyknit Black Anthracite,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/83003 ,62,1
Maison Mihara Yasuhiro Wayne OG Sole Leather Low-top Sneakers Beige,Mihara Yasuhiro,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/47035 ,162,6
Adidas x BAPE Superstar 80s White Black,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30602 ,2652,29
Jordan 4 Retro Motorsports Alternate,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/10528 ,189,5
Salomon XT-6 Mindful Alloy Safari,Salomon,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/71522 ,230,3
Maison Mihara Yasuhiro Peterson OG Sole Leather Low Sneakers White,Mihara Yasuhiro,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/67991 ,86,3
(W) Acne Studios Branded Leather Boots black black,Acne Studios,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/62832 ,68,0
(W) Celine Luco Triomphe Loafers In Polished Calfskin Black,Celine,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/55918 ,285,0
Maison Mihara Yasuhiro Blakey OG Sole Canvas Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/29074 ,2688,167
Nike x Martine Rose Shox MR4 White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69135 ,605,16
Maison Mihara Yasuhiro Blakey OG STC Sole OD Canvas Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/58680 ,200,11
Nike Air Max 1 Anniversary Obsidian,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/12473 ,313,20
Jordan 8 Retro Chrome 2015,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/6027 ,124,9
Jordan 4 Retro Military Blue 2012,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26202 ,273,19
Dior x Cactus Jack H-Town Sandal Coffee,Dior,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/69910 ,52,1
Nike ISPA Road Warrior Clear Jade,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26036 ,176,14
(W) Jordan 1 Mid SE Disco Ball,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23507 ,178,1
Bottega Veneta Rubber Flash Clog Kiwi,Bottega Veneta,"{'name': 'Wattle', 'RGB': (220, 215, 71)}",https://kream.co.kr/products/60600 ,147,6
(W) Balenciaga Speed Trainer Graffiti Sole Black White,Balenciaga,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/59768 ,35,0
Prada Mellow Rubber Mules Black,Prada,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/56883 ,241,6
Gucci Ultrapace Silver Metallic,Gucci,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/28204 ,49,9
Nike Zoom Vomero 5 Dark Grey Black White,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/20139 ,395,19
New Balance 990v4 Made in USA Military Green - D Standard,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/36116 ,215,4
(W) Golden Goose Superstar White Silver Heel Tab Sneakers,Golden Goose,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/35798 ,360,7
Balenciaga Speed Trainer Black White 2020,Balenciaga,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23740 ,679,217
Maison Mihara Yasuhiro Blakey OG Sole Brushed Patent Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/70199 ,170,6
Maison Mihara Yasuhiro Blakey VL OG Sole Canvas Low-top Sneakers Green,Mihara Yasuhiro,"{'name': 'Tropical Rain Forest', 'RGB': (0, 117, 94)}",https://kream.co.kr/products/68948 ,141,1
Adidas Yeezy Boost 350 V2 Earth,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/23537 ,335,10
Jordan 1 Low White Multi-Color,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24632 ,88,0
Hoka One One Tor Ultra Hi 2 WP Black,Hoka One One,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23502 ,454,117
Nike x Concepts SB Dunk High TRD Ugly Christmas Sweater 2017,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/25667 ,91,2
Nike Air VaporMax Midnight Navy,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/10383 ,47,3
