Name,Brand,Colors,Link,wish,review
Adidas Yeezy Boost 350 V2 Blue Tint,Adidas,"[(204, 208, 202, 77)]",https://kream.co.kr/products/12491 ,11000,471
(W) Maison Margiela Calfskin Replica Sneakers White,Maison Margiela,"[(222, 223, 222, 67), (137, 93, 64, 24)]",https://kream.co.kr/products/24912 ,3855,116
Adidas Yeezy Boost 350 V2 Black Red 2020,Adidas,"[(35, 34, 38, 70), (62, 56, 57, 16)]",https://kream.co.kr/products/26699 ,8351,754
(W) Balenciaga Speed Trainer Black White 2021/2022,Balenciaga,"[(28, 30, 29, 71), (241, 240, 241, 24)]",https://kream.co.kr/products/28282 ,1942,87
New Balance x Paperboy Paris x Beams 920 Made in UK Ice Boy,New Balance,"[(143, 146, 154, 59), (75, 75, 82, 13), (189, 193, 202, 8)]",https://kream.co.kr/products/69175 ,313,12
(W) Adidas Sambarose White Black Gum,Adidas,"[(69, 61, 54, 46), (222, 224, 228, 42)]",https://kream.co.kr/products/15269 ,2322,10
New Balance 2002R Special Vintage Black,New Balance,"[(49, 50, 57, 55), (207, 194, 177, 32)]",https://kream.co.kr/products/56772 ,7207,59
Jordan 1 Mid College Grey,Jordan,"[(181, 173, 164, 71), (222, 221, 221, 20)]",https://kream.co.kr/products/40833 ,17000,522
(W) Nike Daybreak Summit White,Nike,"[(225, 223, 214, 87)]",https://kream.co.kr/products/23892 ,20000,223
Jordan 1 Low Golf Triple White,Jordan,"[(205, 205, 205, 90)]",https://kream.co.kr/products/48706 ,8291,229
(GS) Nike Air Force 1 LV8 Athletic Club Light Smoke Grey Marina,Nike,"[(163, 164, 161, 47), (213, 209, 211, 18), (219, 218, 222, 16), (30, 68, 109, 10)]",https://kream.co.kr/products/50689 ,21000,165
(W) Jordan 1 Retro Low OG Black and Dark Powder Blue,Jordan,"[(189, 193, 198, 40), (35, 38, 42, 32), (70, 138, 179, 15)]",https://kream.co.kr/products/70577 ,10000,322
Asics Gel-Sonoma 15-50 French Blue,Asics,"[(218, 212, 210, 48), (45, 45, 51, 30), (89, 81, 83, 9)]",https://kream.co.kr/products/57456 ,6100,52
Jordan 1 x A Ma Maniere Retro High OG SP Sail and Burgundy,Jordan,"[(203, 196, 185, 68), (79, 55, 54, 18)]",https://kream.co.kr/products/45223 ,7437,404
Salomon XT-6 Expanse Alloy Quiet Shade,Salomon,"[(206, 204, 198, 49), (42, 42, 45, 31), (105, 108, 116, 12)]",https://kream.co.kr/products/73759 ,5870,56
Adidas Triest Cream White,Adidas,"[(227, 223, 212, 53), (137, 100, 73, 37)]",https://kream.co.kr/products/80201 ,1978,15
Adidas Samba ADV Black,Adidas,"[(54, 52, 49, 66), (216, 216, 218, 13), (112, 106, 95, 8), (93, 91, 87, 8)]",https://kream.co.kr/products/55955 ,13000,45
Jordan 3 Retro Fire Red 2022,Jordan,"[(204, 204, 208, 63), (121, 29, 42, 20), (130, 118, 121, 11)]",https://kream.co.kr/products/71397 ,2341,88
(W) Nike Dunk Low SE 85 Neptune Green and Sail,Nike,"[(10, 112, 96, 41), (195, 197, 188, 37), (13, 167, 142, 9)]",https://kream.co.kr/products/72293 ,2896,63
(W) Jordan 1 Low White Gym Red,Jordan,"[(198, 194, 193, 43), (119, 19, 37, 34), (39, 37, 42, 15)]",https://kream.co.kr/products/77659 ,3948,53
Nike x Kasina Air Max 1 SP Won-Ang Particle Grey,Nike,"[(117, 118, 118, 46), (203, 196, 168, 23), (49, 50, 53, 13), (178, 171, 148, 8)]",https://kream.co.kr/products/62447 ,9253,703
Jordan Luka 1 PF Neo Turquoise,Jordan,"[(215, 217, 221, 77), (22, 144, 174, 9)]",https://kream.co.kr/products/75054 ,572,9
Adidas Yeezy Boost 350 V2 Sesame 2022,Adidas,"[(207, 197, 184, 90)]",https://kream.co.kr/products/72615 ,1107,39
Jordan 1 Retro High OG Hyper Royal,Jordan,"[(193, 196, 201, 50), (103, 123, 154, 19), (136, 152, 173, 18)]",https://kream.co.kr/products/32744 ,20000,2024
(W) Alexander McQueen Oversized Sneakers White Black,Alexander McQueen,"[(197, 199, 197, 81), (15, 16, 16, 9)]",https://kream.co.kr/products/29433 ,1600,73
(W) Jordan 1 Retro High OG Lucky Green,Jordan,"[(217, 214, 207, 44), (9, 126, 75, 37), (36, 30, 29, 15)]",https://kream.co.kr/products/25833 ,23000,1622
Nike x Sacai x Undercover LDWaffle Midnight Spruce University Red,Nike,"[(205, 198, 185, 36), (51, 54, 57, 29), (145, 35, 45, 16), (93, 101, 105, 9)]",https://kream.co.kr/products/43767 ,5054,377
New Balance 990v1 Made in USA Black,New Balance,"[(16, 16, 16, 58), (215, 218, 213, 34)]",https://kream.co.kr/products/63060 ,3687,48
Adidas Yeezy Boost 350 V2 Core Black Red 2022,Adidas,"[(36, 28, 31, 71), (233, 64, 59, 14), (72, 52, 50, 8)]",https://kream.co.kr/products/72528 ,2920,94
Hermes Bouncing Sneakers Calfskin Suede Goatskin & Blanc,Hermes,"[(167, 165, 160, 72), (33, 32, 35, 13)]",https://kream.co.kr/products/63904 ,555,7
Maison Mihara Yasuhiro Wayne OG Sole Leather Low-top Sneakers Black White,Mihara Yasuhiro,"[(232, 231, 232, 58), (46, 46, 46, 32)]",https://kream.co.kr/products/47037 ,1393,40
Golden Goose Superstar White Black Heel Tab Sneakers,Golden Goose,"[(236, 231, 222, 70), (202, 189, 166, 12), (47, 47, 47, 9)]",https://kream.co.kr/products/30239 ,1204,36
Adidas Yeezy 500 Granite,Adidas,"[(99, 98, 95, 82), (149, 147, 139, 13)]",https://kream.co.kr/products/60499 ,722,22
(W) Jordan 1 Low SE Light Olive,Jordan,"[(83, 67, 49, 51), (201, 201, 198, 42)]",https://kream.co.kr/products/73941 ,9242,74
Nike Dunk Low Retro Khaki Hazel Rush,Nike,"[(132, 116, 88, 63), (202, 203, 207, 29)]",https://kream.co.kr/products/66859 ,4243,80
Autry Medalist Low Leather Sneakers White Black,Autry,"[(211, 208, 189, 85)]",https://kream.co.kr/products/48209 ,1499,29
Adidas Gazelle Core Black White,Adidas,"[(43, 45, 49, 49), (201, 200, 197, 46)]",https://kream.co.kr/products/55157 ,3137,18
Nike x NBA Dunk Low Retro EMB Black and Chile Red,Nike,"[(219, 218, 217, 38), (49, 48, 50, 28), (150, 36, 47, 25)]",https://kream.co.kr/products/42390 ,25000,1056
Jordan 1 Retro High OG Heritage,Jordan,"[(202, 199, 202, 54), (112, 43, 45, 39)]",https://kream.co.kr/products/52130 ,14000,939
Adidas Gazelle Indoor Core Black,Adidas,"[(34, 36, 36, 43), (171, 119, 84, 25), (223, 224, 224, 16), (141, 104, 71, 8)]",https://kream.co.kr/products/73770 ,2355,12
(W) Nike Classic Cortez Leather White Black,Nike,"[(224, 224, 222, 79), (34, 34, 34, 18)]",https://kream.co.kr/products/13111 ,5119,19
Nike x Off-White Air Force 1 Mid SP White,Nike,"[(194, 191, 195, 63), (59, 57, 71, 12), (112, 112, 120, 9)]",https://kream.co.kr/products/65933 ,3568,167
(W) Nike Dunk Low Venice,Nike,"[(210, 207, 210, 74), (169, 160, 165, 9), (181, 169, 176, 9)]",https://kream.co.kr/products/47877 ,28000,243
(W) Jordan 1 Elevate Low Coconut Milk,Jordan,"[(198, 195, 180, 66), (185, 169, 139, 17), (161, 144, 114, 8)]",https://kream.co.kr/products/79184 ,1285,9
New Balance 990v3 Made in USA Navy Spring Tide,New Balance,"[(35, 37, 44, 46), (203, 201, 201, 24), (183, 173, 164, 12), (105, 120, 133, 9)]",https://kream.co.kr/products/74554 ,1032,25
Jordan 1 Retro High OG Dark Marina Blue,Jordan,"[(42, 67, 103, 53), (207, 208, 211, 19), (33, 33, 38, 19)]",https://kream.co.kr/products/49365 ,16000,1397
Common Projects Original Achilles Low White,Common Projects,"[(201, 203, 198, 82)]",https://kream.co.kr/products/24859 ,2566,129
(W) Nike Dunk Low Disrupt 2 White Light Bone,Nike,"[(207, 207, 207, 85)]",https://kream.co.kr/products/56311 ,10000,62
Adidas Yeezy Boost 350 V2 Salt Core Black,Adidas,"[(146, 176, 163, 76), (28, 31, 30, 13)]",https://kream.co.kr/products/81731 ,671,22
(GS) Nike Air Force 1 LV8 Athletic Club Black Dark Sulfur,Nike,"[(27, 29, 30, 44), (206, 205, 206, 41), (183, 145, 29, 11)]",https://kream.co.kr/products/49605 ,12000,113
Nike Dunk Low Wolf Grey and Pure Platinum,Nike,"[(172, 173, 172, 82), (229, 231, 232, 11)]",https://kream.co.kr/products/70212 ,4019,73
Nike Air Force 1 '07 LV8 Midnight Navy,Nike,"[(222, 219, 210, 42), (40, 47, 72, 41), (121, 70, 40, 8)]",https://kream.co.kr/products/78768 ,2530,10
Asics x Andersson Bell Gel-Sonoma 15-50 Olive Oil Dark Brown,Asics,"[(69, 64, 49, 48), (216, 160, 74, 19), (149, 119, 51, 14)]",https://kream.co.kr/products/82463 ,374,22
Salomon Speedverse PRG Black Nimbus Cloud Alloy,Salomon,"[(154, 153, 151, 53), (38, 39, 41, 20), (90, 90, 92, 10)]",https://kream.co.kr/products/77262 ,2338,13
Adidas x Andre Saraiva Superstar Cream White Core Black,Adidas,"[(206, 199, 182, 81), (36, 35, 32, 15)]",https://kream.co.kr/products/71521 ,4561,31
New Balance 327 Grey,New Balance,"[(220, 223, 224, 46), (104, 114, 123, 14), (131, 138, 143, 9), (158, 161, 164, 9), (40, 45, 47, 8)]",https://kream.co.kr/products/24130 ,14000,874
Nike x Stussy Air Force 1 '07 Mid SP Fossil,Nike,"[(206, 203, 186, 93)]",https://kream.co.kr/products/60296 ,11000,341
New Balance 2002R Marblehead White,New Balance,"[(140, 140, 141, 65), (206, 208, 212, 21)]",https://kream.co.kr/products/78682 ,859,13
Nike LeBron XX EP Bred,Nike,"[(33, 29, 31, 73), (182, 82, 54, 12), (119, 51, 55, 8)]",https://kream.co.kr/products/80102 ,252,8
Jordan 1 Low Cardinal Red,Jordan,"[(224, 220, 223, 42), (127, 19, 35, 40)]",https://kream.co.kr/products/56322 ,6741,75
New Balance 990v3 Made in USA Navy 2021 - D Standard,New Balance,"[(27, 32, 36, 56), (193, 197, 201, 23), (117, 122, 125, 11)]",https://kream.co.kr/products/43210 ,1829,19
Jordan 1 Mid Black Fire Red,Jordan,"[(42, 34, 37, 44), (207, 205, 211, 31), (173, 28, 53, 9)]",https://kream.co.kr/products/65807 ,3730,31
Jordan 1 High 85 College Navy,Jordan,"[(36, 43, 66, 48), (198, 205, 216, 44)]",https://kream.co.kr/products/51017 ,17000,280
Nike ACG Mountain Fly Low SE White and Black,Nike,"[(181, 183, 179, 52), (43, 44, 44, 28), (224, 225, 225, 10)]",https://kream.co.kr/products/68771 ,3994,80
Asics x Andersson Bell Gel-Sonoma 15-50 Bright Rose Evergreen,Asics,"[(53, 45, 45, 36), (214, 26, 81, 28), (237, 168, 80, 13)]",https://kream.co.kr/products/82464 ,355,11
New Balance 991 Made in UK Grey,New Balance,"[(182, 186, 183, 68), (110, 115, 118, 12), (49, 55, 58, 8)]",https://kream.co.kr/products/16361 ,3007,148
Adidas Adimatic Core Black,Adidas,"[(213, 211, 204, 45), (18, 19, 18, 45)]",https://kream.co.kr/products/55728 ,8578,90
Nike Air Force 1 '07 LV8 Low 1 Triple Red,Nike,"[(197, 59, 58, 81), (228, 74, 76, 12)]",https://kream.co.kr/products/25688 ,8461,207
Nike LeBron XX EP Barely Green,Nike,"[(168, 165, 168, 45), (169, 100, 128, 16), (157, 38, 81, 12), (190, 208, 203, 9)]",https://kream.co.kr/products/79083 ,415,21
Adidas Yeezy Boost 700 V2 Static 2022,Adidas,"[(218, 214, 200, 66), (143, 142, 138, 17)]",https://kream.co.kr/products/53201 ,6848,330
Jordan 6 x Travis Scott Retro SP British Khaki,Jordan,"[(118, 96, 71, 71), (169, 165, 141, 12)]",https://kream.co.kr/products/33880 ,6491,1165
Nike x Off-White Dunk Low The 50 - Lot 46,Nike,"[(207, 210, 207, 65), (237, 233, 223, 17)]",https://kream.co.kr/products/39170 ,10000,1490
Asics x JJJJound Gel-Kayano 14 Silver White,Asics,"[(210, 207, 209, 68), (122, 120, 122, 10)]",https://kream.co.kr/products/72480 ,3737,48
(W) Nike Dunk Low Vintage Green,Nike,"[(49, 60, 51, 45), (208, 205, 195, 38)]",https://kream.co.kr/products/48968 ,23000,334
Alexander McQueen Oversized Sneakers White Black,Alexander McQueen,"[(226, 225, 223, 90), (43, 43, 43, 8)]",https://kream.co.kr/products/29438 ,2602,301
Asics x JJJJound Gel-Kayano 14 Silver Black,Asics,"[(205, 199, 195, 51), (36, 33, 36, 19), (109, 107, 110, 11)]",https://kream.co.kr/products/72909 ,4069,55
Jordan 1 Retro High OG Light Smoke Grey,Jordan,"[(224, 223, 226, 60), (36, 31, 33, 23), (169, 36, 44, 10)]",https://kream.co.kr/products/23974 ,14000,1356
Nike Air Force 1 '07 QS Valentine's Day,Nike,"[(205, 182, 185, 80)]",https://kream.co.kr/products/29189 ,13000,789
New Balance 991 Made in UK Navy,New Balance,"[(26, 33, 42, 55), (207, 211, 207, 28)]",https://kream.co.kr/products/16362 ,3159,98
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low-top Sneakers Natural,Mihara Yasuhiro,"[(221, 219, 208, 84)]",https://kream.co.kr/products/25710 ,1786,82
New Balance 992 Made in USA Navy,New Balance,"[(26, 29, 32, 48), (194, 196, 181, 28), (112, 119, 114, 8)]",https://kream.co.kr/products/26011 ,7908,354
Nike x Travis Scott SB Dunk Low,Nike,"[(31, 34, 41, 42), (218, 209, 193, 34), (138, 129, 119, 9)]",https://kream.co.kr/products/23498 ,6132,1823
Salomon ACS Pro ADV Vanilla Lunar Rock,Salomon,"[(193, 189, 182, 89)]",https://kream.co.kr/products/52603 ,1232,20
New Balance 993 Made in USA Grey - 2E Wide,New Balance,"[(137, 138, 135, 73), (218, 216, 211, 12), (80, 83, 81, 8)]",https://kream.co.kr/products/26666 ,4478,151
Maison Mihara Yasuhiro Hank OG Sole Canvas Low-top Sneakers White,Mihara Yasuhiro,"[(217, 221, 225, 89), (43, 40, 43, 8)]",https://kream.co.kr/products/25728 ,569,21
Adidas x Wales Bonner Country Core Black,Adidas,"[(49, 50, 52, 77), (208, 204, 165, 8)]",https://kream.co.kr/products/64564 ,1258,8
Maison Mihara Yasuhiro Blakey OG Sole Leather Low-top Sneakers White,Mihara Yasuhiro,"[(219, 224, 225, 81), (50, 48, 50, 15)]",https://kream.co.kr/products/29378 ,1447,123
Our Legacy Camion Boot Black,Our Legacy,"[(64, 63, 71, 85), (121, 120, 127, 10)]",https://kream.co.kr/products/72864 ,426,7
Salomon x GR10K Quest Black Desert Palm,Salomon,"[(45, 41, 42, 54), (128, 95, 75, 27), (98, 74, 62, 12)]",https://kream.co.kr/products/78944 ,136,2
Hermes Bouncing Sneakers Canvas Suede Goatskin & Blanc Orange,Hermes,"[(205, 204, 202, 89), (198, 28, 9, 9)]",https://kream.co.kr/products/55734 ,502,5
Nike x Supreme Shox Ride 2 SP Neutral Olive,Nike,"[(125, 107, 69, 66), (171, 154, 124, 16)]",https://kream.co.kr/products/67190 ,1528,65
Adidas Superstar Premium Black White,Adidas,"[(37, 37, 36, 45), (196, 190, 147, 38), (215, 213, 207, 12)]",https://kream.co.kr/products/28115 ,15000,260
(W) Jordan 1 Retro High OG Denim,Jordan,"[(202, 203, 207, 49), (101, 118, 137, 30), (67, 82, 101, 10)]",https://kream.co.kr/products/66107 ,6081,57
Adidas x Song for the Mute Shadowturf Midnight,Adidas,"[(25, 27, 36, 54), (61, 65, 86, 15), (171, 176, 184, 11), (99, 103, 120, 11)]",https://kream.co.kr/products/79067 ,327,7
(W) Nike Air More Uptempo Summit White,Nike,"[(207, 209, 206, 78), (33, 35, 33, 11)]",https://kream.co.kr/products/42945 ,1036,47
Jordan 1 Low White Gym Red Black,Jordan,"[(219, 217, 224, 39), (159, 49, 50, 27), (39, 29, 33, 20), (188, 88, 92, 8)]",https://kream.co.kr/products/56314 ,11000,162
Asics Gel-Venture 6 SPS Glacier Grey,Asics,"[(25, 27, 32, 43), (196, 197, 196, 36)]",https://kream.co.kr/products/17018 ,8521,86
(GS) Jordan 1 Low Taxi,Jordan,"[(206, 203, 202, 41), (203, 144, 28, 37), (47, 40, 34, 16)]",https://kream.co.kr/products/68804 ,2553,27
Adidas Gazelle Solid Grey,Adidas,"[(59, 61, 61, 49), (205, 209, 212, 46)]",https://kream.co.kr/products/77703 ,2221,2
(GS) Jordan 1 Retro High OG Bordeaux,Jordan,"[(82, 35, 49, 45), (206, 205, 205, 35)]",https://kream.co.kr/products/44918 ,8894,411
New Balance 530 Vintage Metallic Silver,New Balance,"[(151, 145, 151, 75)]",https://kream.co.kr/products/73058 ,2824,34
(GS) Nike Air Force 1 LV8 3 Wheat 2019,Nike,"[(151, 105, 67, 92)]",https://kream.co.kr/products/22264 ,4400,52
Autry Medalist Low Leather Sneakers Black White,Autry,"[(207, 203, 190, 52), (29, 30, 31, 39)]",https://kream.co.kr/products/48219 ,1468,43
Adidas Superstar 82 Black White,Adidas,"[(215, 206, 187, 49), (33, 33, 32, 46)]",https://kream.co.kr/products/48974 ,15000,142
(W) Nike Air Force 1 Low '07 LX Chrome Luxe,Nike,"[(228, 227, 231, 97)]",https://kream.co.kr/products/25931 ,2991,18
(W) Nike Dunk Low Harvest Moon,Nike,"[(199, 154, 118, 45), (206, 196, 185, 21), (228, 225, 220, 20)]",https://kream.co.kr/products/47867 ,12000,210
Jordan 3 Retro Cardinal Red,Jordan,"[(211, 211, 210, 62), (116, 37, 45, 21), (131, 122, 122, 9)]",https://kream.co.kr/products/51417 ,1793,137
New Balance 574 Legacy Burgundy,New Balance,"[(175, 172, 177, 41), (92, 37, 43, 37)]",https://kream.co.kr/products/74132 ,890,4
(GS) Jordan 1 Mid Light Smoke Grey Anthracite,Jordan,"[(189, 189, 191, 73), (68, 68, 71, 9), (129, 129, 131, 9)]",https://kream.co.kr/products/57793 ,9130,61
Nike Air Force 1 Low Retro Color of the Month Varsity Royal,Nike,"[(205, 206, 210, 78), (136, 99, 46, 9), (32, 64, 149, 8)]",https://kream.co.kr/products/72394 ,8562,74
Jordan 1 Low Cherrywood Red,Jordan,"[(209, 210, 213, 45), (75, 35, 44, 36)]",https://kream.co.kr/products/81998 ,1851,21
New Balance 990v5 Made in USA Grey - D Standard,New Balance,"[(156, 152, 152, 70), (221, 220, 224, 13)]",https://kream.co.kr/products/19204 ,2714,138
(W) Jordan 1 Mid SE Light Mulberry,Jordan,"[(149, 100, 122, 44), (205, 202, 203, 33), (34, 27, 32, 17)]",https://kream.co.kr/products/49769 ,26000,359
(W) New Balance 327 Beige Gum,New Balance,"[(204, 205, 205, 70), (40, 44, 57, 19)]",https://kream.co.kr/products/26646 ,4534,61
(W) Nike Dunk Low SE Sun Club Burnt Sunrise,Nike,"[(146, 57, 31, 43), (204, 197, 183, 37), (185, 99, 60, 8)]",https://kream.co.kr/products/59516 ,4669,69
Jordan 1 Low Golf White and University Blue,Jordan,"[(198, 200, 203, 49), (104, 153, 204, 36)]",https://kream.co.kr/products/52779 ,13000,312
New Balance 996 Grey,New Balance,"[(150, 148, 143, 75), (221, 220, 218, 11)]",https://kream.co.kr/products/31769 ,7002,71
New Balance 2002R Special Vintage Khaki,New Balance,"[(62, 65, 55, 56), (197, 197, 192, 28), (130, 132, 114, 8)]",https://kream.co.kr/products/57018 ,4351,45
Jordan 1 Mid SE French Blue Fire Red,Jordan,"[(103, 122, 137, 44), (203, 205, 205, 20), (169, 171, 173, 19)]",https://kream.co.kr/products/71784 ,2987,69
Nike Dunk Low Retro Summit White,Nike,"[(168, 167, 172, 64), (209, 211, 213, 18), (37, 37, 40, 11)]",https://kream.co.kr/products/65804 ,15000,93
(GS) Jordan 1 Mid SE Pine Green Light Smoke Grey,Jordan,"[(191, 197, 206, 63), (8, 70, 49, 15)]",https://kream.co.kr/products/44692 ,9699,73
Jordan 1 Low Golf Sport Royal,Jordan,"[(208, 208, 213, 41), (46, 64, 120, 27), (45, 45, 48, 26)]",https://kream.co.kr/products/76171 ,3736,116
(W) Jordan 1 Low SE Black White,Jordan,"[(36, 39, 41, 47), (207, 207, 209, 42)]",https://kream.co.kr/products/67462 ,2513,21
Nike x Stussy Air Max 2013 Black,Nike,"[(32, 31, 29, 75)]",https://kream.co.kr/products/72410 ,1598,68
Nike x Union Cortez SP Sesame,Nike,"[(173, 140, 106, 70), (146, 40, 54, 9)]",https://kream.co.kr/products/65868 ,4694,156
New Balance 725 Grey,New Balance,"[(163, 161, 166, 60), (216, 217, 225, 20), (100, 100, 106, 9)]",https://kream.co.kr/products/45883 ,2819,26
(GS) Jordan 1 Low SE Ashen Slate and Mystic Navy,Jordan,"[(195, 196, 202, 49), (99, 110, 141, 21), (40, 60, 97, 18), (135, 150, 175, 8)]",https://kream.co.kr/products/63205 ,10000,36
Jordan 1 Low Light Smoke Grey Black,Jordan,"[(210, 210, 212, 48), (49, 48, 50, 26), (118, 118, 120, 9)]",https://kream.co.kr/products/60765 ,9443,101
Asics x Andersson Bell HN2-S Protoblast Black,Asics,"[(34, 38, 42, 76), (70, 76, 81, 10)]",https://kream.co.kr/products/63166 ,4748,92
(W) Jordan 1 Low White Grey Blue,Jordan,"[(196, 198, 201, 51), (21, 51, 85, 24), (106, 110, 116, 8)]",https://kream.co.kr/products/67855 ,10000,60
Nike Dunk Low Retro PRM Vast Grey,Nike,"[(202, 203, 200, 95)]",https://kream.co.kr/products/45817 ,15000,285
Jordan 1 Low Golf Copa,Jordan,"[(203, 205, 206, 47), (38, 38, 39, 32), (146, 186, 185, 11)]",https://kream.co.kr/products/71072 ,4302,79
(W) New Balance 991 Made in UK Navy,New Balance,"[(42, 43, 49, 53), (226, 224, 220, 31)]",https://kream.co.kr/products/28749 ,547,7
Nike Air Force 1 '07 White Black,Nike,"[(224, 224, 224, 87), (24, 24, 24, 9)]",https://kream.co.kr/products/28180 ,19000,289
(W) Jordan 1 Elevate High Dark Ash,Jordan,"[(187, 183, 170, 48), (31, 31, 36, 41)]",https://kream.co.kr/products/80796 ,394,9
Asics x Andersson Bell HN2-S Protoblast Smoke Grey,Asics,"[(67, 69, 69, 54), (188, 190, 180, 24), (134, 136, 129, 10)]",https://kream.co.kr/products/63165 ,4396,71
New Balance 327 Shifted White Pack,New Balance,"[(206, 204, 191, 85)]",https://kream.co.kr/products/58655 ,3977,32
(GS) Nike Court Borough Low 2 Light Smoke Grey,Nike,"[(208, 209, 208, 52), (141, 143, 142, 18), (161, 163, 161, 16), (56, 72, 90, 11)]",https://kream.co.kr/products/48473 ,18000,214
Nike x Union Dunk Low Passport Pack Argon,Nike,"[(164, 179, 201, 64), (98, 127, 161, 8)]",https://kream.co.kr/products/55825 ,7433,459
(W) Nike Dunk Low Next Nature Phantom,Nike,"[(167, 117, 35, 46), (200, 195, 189, 39)]",https://kream.co.kr/products/68967 ,3961,41
Adidas Samba Brown,Adidas,"[(77, 60, 53, 87)]",https://kream.co.kr/products/73707 ,4124,20
New Balance 327 Timberwolf,New Balance,"[(202, 195, 184, 68), (31, 57, 50, 20)]",https://kream.co.kr/products/38727 ,7892,62
Nike x Off-White Air Force 1 Mid SP Black,Nike,"[(40, 38, 43, 76)]",https://kream.co.kr/products/65934 ,2549,144
Jordan 1 Low Taxi,Jordan,"[(212, 211, 209, 42), (213, 145, 39, 35), (54, 51, 47, 16)]",https://kream.co.kr/products/67723 ,6102,65
Adidas Yeezy Boost 700 Wave Runner Solid Grey 2021/2022,Adidas,"[(218, 212, 200, 42), (29, 34, 35, 34), (164, 162, 158, 12)]",https://kream.co.kr/products/54830 ,4579,284
Jordan 4 Retro SE Black and Light Steel,Jordan,"[(38, 37, 40, 71), (127, 127, 130, 12)]",https://kream.co.kr/products/74396 ,1097,31
Salomon XT-4 White Lunar Rock,Salomon,"[(188, 189, 187, 64), (37, 41, 45, 18), (110, 118, 121, 8)]",https://kream.co.kr/products/55974 ,4566,93
Adidas x Song for the Mute Shadowturf Core Black,Adidas,"[(212, 203, 184, 45), (39, 38, 39, 35)]",https://kream.co.kr/products/73879 ,1665,27
Asics x I4P Gel-1130 Mink Glacier Grey,Asics,"[(44, 43, 40, 50), (210, 200, 175, 28)]",https://kream.co.kr/products/52237 ,9265,286
Nike Dunk Low Retro Championship Grey,Nike,"[(32, 40, 48, 49), (195, 196, 204, 29)]",https://kream.co.kr/products/39700 ,9673,418
Jordan 4 Retro Tour Yellow,Jordan,"[(172, 141, 37, 43), (53, 50, 45, 29), (183, 181, 174, 13)]",https://kream.co.kr/products/39110 ,2323,312
Nike Dunk Low Retro University Blue,Nike,"[(99, 129, 171, 52), (218, 219, 220, 38)]",https://kream.co.kr/products/33799 ,21000,934
Adidas Yeezy Boost 350 V2 Onyx,Adidas,"[(36, 37, 39, 85), (74, 72, 69, 11)]",https://kream.co.kr/products/65699 ,3227,66
Nike Dunk Low Retro Grey Fog,Nike,"[(204, 206, 207, 67), (167, 168, 165, 20)]",https://kream.co.kr/products/41193 ,32000,222
Adidas x Wales Bonner Country Mesa,Adidas,"[(139, 105, 69, 48), (226, 218, 187, 23), (215, 199, 151, 8)]",https://kream.co.kr/products/65587 ,3648,13
Adidas x Wales Bonner Samba Cream Green,Adidas,"[(208, 209, 201, 48), (138, 118, 74, 22), (15, 114, 85, 14)]",https://kream.co.kr/products/64556 ,7149,38
Salomon XT-6 Rainy Day Vibrant Orange,Salomon,"[(176, 171, 158, 53), (50, 48, 44, 18), (212, 125, 49, 10)]",https://kream.co.kr/products/78061 ,346,2
Jordan 11 Retro Low Concord Bred,Jordan,"[(226, 225, 229, 50), (23, 21, 22, 28), (163, 17, 23, 14)]",https://kream.co.kr/products/20234 ,2635,239
Nike x Stussy Air Force 1 Low Triple Black,Nike,"[(33, 33, 33, 85)]",https://kream.co.kr/products/27277 ,8923,582
New Balance 990v3 Made in USA Marblehead Incense,New Balance,"[(134, 127, 122, 52), (212, 205, 194, 16), (198, 198, 197, 12)]",https://kream.co.kr/products/59072 ,1355,44
Salomon XT-Wings 2 ADV Black,Salomon,"[(34, 34, 35, 72), (62, 62, 64, 14), (81, 82, 84, 8)]",https://kream.co.kr/products/27660 ,3534,17
(W) Jordan 1 Mid Barely Orange,Jordan,"[(201, 193, 187, 74), (29, 25, 24, 18)]",https://kream.co.kr/products/25598 ,10000,196
Nike Air Zoom Alphafly Next% Flyknit Rawdacious,Nike,"[(229, 224, 227, 57), (175, 127, 144, 15), (192, 170, 178, 9), (193, 69, 71, 8)]",https://kream.co.kr/products/38711 ,935,13
Louis Vuitton LV Trainer Sneakers Monogram Denim Black,Louis Vuitton,"[(30, 30, 31, 50), (223, 223, 223, 44)]",https://kream.co.kr/products/53197 ,963,40
New Balance 990v1 Made in USA Navy,New Balance,"[(26, 28, 34, 58), (191, 187, 179, 29)]",https://kream.co.kr/products/72568 ,493,6
Saint Laurent Court Classic SL/06 Sneakers White Black,Saint Laurent,"[(211, 208, 201, 69), (174, 167, 141, 20)]",https://kream.co.kr/products/28208 ,195,4
Nike Dunk Low Retro Racer Blue and White,Nike,"[(210, 212, 215, 61), (51, 64, 146, 31)]",https://kream.co.kr/products/61048 ,15000,377
(W) Jordan 1 Elevate Low SE University Blue,Jordan,"[(228, 231, 236, 56), (125, 176, 220, 29), (81, 135, 183, 11)]",https://kream.co.kr/products/57341 ,12000,169
(GS) Nike Court Borough 2 SE White Pink Foam,Nike,"[(192, 173, 178, 76), (216, 214, 215, 11), (221, 191, 196, 9)]",https://kream.co.kr/products/71973 ,8577,23
Nike Air Max 97 Black White Anthracite,Nike,"[(54, 53, 56, 87)]",https://kream.co.kr/products/20837 ,928,40
