Name,Brand,Colors,Link,wish,review
(W) Nike Air Force 1 '07 White Black,Nike,"[(225, 225, 226, 85), (51, 51, 53, 9)]",https://kream.co.kr/products/59517 ,3490,22
(W) Jordan 1 Elevate Low SE White Onyx,Jordan,"[(214, 212, 210, 57), (215, 163, 121, 21), (235, 192, 153, 13)]",https://kream.co.kr/products/52007 ,8402,162
Nike Air Force 1 '07 LV8 Varsity White Pine Green,Nike,"[(214, 218, 212, 72), (10, 76, 50, 22)]",https://kream.co.kr/products/49586 ,14000,57
Nike Air Force 1 '07 LV8 2 Have a Nike Day,Nike,"[(202, 201, 204, 85)]",https://kream.co.kr/products/54960 ,10000,106
Nike x Kasina Air Max 1 SP Won-Ang Orange,Nike,"[(184, 175, 151, 34), (41, 44, 51, 26), (147, 74, 32, 21)]",https://kream.co.kr/products/62446 ,8667,781
(W) Jordan 1 Mid Sail and Worn Blue,Jordan,"[(193, 195, 196, 48), (118, 133, 148, 24), (147, 165, 180, 15), (231, 232, 232, 8)]",https://kream.co.kr/products/56481 ,23000,126
(GS) Jordan 1 Low White Gym Red Black,Jordan,"[(216, 214, 215, 39), (128, 10, 26, 35), (54, 44, 42, 17)]",https://kream.co.kr/products/54006 ,6990,131
Adidas Gazelle Core Black Pantone,Adidas,"[(23, 25, 28, 52), (155, 116, 82, 20), (115, 101, 86, 13), (71, 68, 62, 11)]",https://kream.co.kr/products/77709 ,3200,12
(GS) Jordan 1 Mid Light Arctic Pink,Jordan,"[(224, 226, 228, 48), (34, 38, 41, 40)]",https://kream.co.kr/products/25614 ,25000,132
Nike x Drake Nocta Hot Step Air Terra Triple Black,Nike,"[(31, 31, 31, 84), (64, 64, 63, 11)]",https://kream.co.kr/products/52781 ,1136,41
Nike x Union Dunk Low Passport Pack Pistachio,Nike,"[(182, 188, 171, 38), (215, 216, 215, 19), (43, 62, 84, 13), (142, 146, 145, 13)]",https://kream.co.kr/products/50653 ,2603,254
(W) Jordan 1 Low Black University Blue,Jordan,"[(34, 37, 39, 44), (209, 210, 212, 44)]",https://kream.co.kr/products/46732 ,35000,397
Jordan 1 Retro High OG Royal Toe,Jordan,"[(21, 25, 27, 45), (207, 216, 223, 35)]",https://kream.co.kr/products/23759 ,23000,1725
Adidas Yeezy Boost 350 V2 MX Rock,Adidas,"[(26, 25, 25, 69), (46, 44, 44, 20), (66, 61, 60, 8)]",https://kream.co.kr/products/47158 ,2475,101
Adidas Yeezy Slide Pure - Re-Release Ver.,Adidas,"[(187, 170, 133, 89)]",https://kream.co.kr/products/47060 ,6806,472
Jordan 1 x Zion Williamson Low OG Flax and Oil Green,Jordan,"[(167, 153, 124, 50), (108, 84, 62, 13), (68, 44, 28, 10), (130, 108, 69, 8)]",https://kream.co.kr/products/82995 ,430,0
New Balance 530 Earth,New Balance,"[(203, 198, 195, 63), (123, 120, 120, 10), (61, 57, 57, 9)]",https://kream.co.kr/products/51911 ,3300,37
Jordan 1 Retro Low OG Bleached Coral,Jordan,"[(218, 213, 216, 45), (34, 33, 34, 41)]",https://kream.co.kr/products/64831 ,10000,236
(W) Jordan 1 Retro High OG Seafoam,Jordan,"[(183, 186, 181, 65), (121, 126, 114, 16)]",https://kream.co.kr/products/38724 ,16000,484
Jordan 4 Golf Bred,Jordan,"[(47, 45, 49, 67), (181, 174, 180, 12), (123, 97, 107, 8)]",https://kream.co.kr/products/47105 ,387,8
(GS) Jordan 1 Retro High OG Bleached Coral,Jordan,"[(219, 217, 218, 58), (44, 41, 43, 33)]",https://kream.co.kr/products/60746 ,14000,197
New Balance 2002R T2 Gray,New Balance,"[(164, 163, 161, 78), (102, 104, 105, 9)]",https://kream.co.kr/products/29249 ,11000,194
(W) Nike Daybreak Wheat,Nike,"[(233, 231, 230, 46), (191, 141, 82, 23), (27, 24, 28, 11), (211, 178, 119, 11)]",https://kream.co.kr/products/23605 ,3457,194
Jordan 1 Retro High OG Pollen,Jordan,"[(180, 137, 53, 47), (37, 35, 31, 27), (225, 222, 219, 20)]",https://kream.co.kr/products/38796 ,15000,1700
New Balance 990v1 Made in USA Marblehead Incense,New Balance,"[(146, 148, 145, 56), (229, 232, 219, 31), (24, 25, 28, 9)]",https://kream.co.kr/products/59070 ,1871,49
New Balance 990v2 Made in USA Sea Salt,New Balance,"[(214, 213, 207, 83), (166, 167, 165, 9)]",https://kream.co.kr/products/64763 ,342,7
(PS) Nike Dunk Low Black,Nike,"[(42, 44, 50, 46), (224, 226, 232, 38)]",https://kream.co.kr/products/28230 ,6246,563
Nike x Sacai x Clot LDWaffle Orange Blaze,Nike,"[(208, 161, 128, 47), (152, 21, 40, 22), (224, 220, 208, 11), (210, 90, 74, 8)]",https://kream.co.kr/products/40651 ,4383,498
(W) Nike Dunk Low SE Honeydew Phantom,Nike,"[(196, 203, 183, 64), (153, 163, 114, 15), (233, 235, 234, 14)]",https://kream.co.kr/products/83386 ,216,3
Converse x Play Comme des Garcons Chuck 70 Ox White,Converse,"[(220, 216, 206, 86), (116, 45, 47, 9)]",https://kream.co.kr/products/23510 ,4677,96
Jordan 1 Retro High OG Court Purple 2020,Jordan,"[(47, 37, 72, 48), (222, 218, 222, 38), (21, 20, 23, 8)]",https://kream.co.kr/products/23418 ,22000,2364
Nike x Sacai Blazer Low White Patent Leather,Nike,"[(212, 211, 211, 94)]",https://kream.co.kr/products/54951 ,12000,351
New Balance 1906R White Gray,New Balance,"[(209, 202, 189, 56), (189, 174, 140, 13), (128, 119, 104, 9)]",https://kream.co.kr/products/81612 ,325,12
Nike Air Max 97 OG Atlantic Blue and Voltage Yellow,Nike,"[(103, 113, 128, 37), (50, 52, 28, 25), (202, 204, 205, 14)]",https://kream.co.kr/products/59198 ,1492,87
Jordan 1 Low Golf Shadow,Jordan,"[(42, 41, 45, 42), (212, 211, 208, 26), (140, 137, 141, 11)]",https://kream.co.kr/products/48709 ,3080,103
(GS) Jordan 1 Low OG Starfish,Jordan,"[(228, 225, 225, 43), (213, 40, 18, 40), (41, 30, 30, 9)]",https://kream.co.kr/products/40092 ,4504,211
Jordan 1 Low Dark Teal,Jordan,"[(47, 55, 64, 44), (223, 224, 227, 41)]",https://kream.co.kr/products/42321 ,19000,417
(Kids) Adidas Superstar J Black White,Adidas,"[(47, 47, 48, 75), (220, 222, 225, 12), (90, 90, 89, 8)]",https://kream.co.kr/products/76368 ,423,3
New Balance 2002R Protection Pack Sea Salt,New Balance,"[(199, 197, 192, 91)]",https://kream.co.kr/products/37244 ,1476,41
(W) Nike Air Force 1 '07 SE First Use Orange Sail,Nike,"[(203, 201, 196, 77)]",https://kream.co.kr/products/36175 ,12000,62
Jordan 1 Retro High OG Rebellionaire,Jordan,"[(35, 35, 35, 41), (215, 215, 217, 21), (136, 136, 136, 13), (93, 93, 92, 11)]",https://kream.co.kr/products/53308 ,6439,417
Asics x Jessica Gonsalves Gel-Nimbus 9 Cream White,Asics,"[(228, 222, 216, 83), (198, 187, 173, 9)]",https://kream.co.kr/products/83063 ,608,5
New Balance 1906R Charcoal Grey,New Balance,"[(148, 137, 121, 58), (36, 36, 39, 17)]",https://kream.co.kr/products/73060 ,1648,14
Clarks x Thisisneverthat Wallabee Maple,Clarks,"[(202, 188, 148, 91)]",https://kream.co.kr/products/57093 ,926,41
Nike x Sacai x Clot LDWaffle Cool Grey,Nike,"[(206, 205, 211, 34), (45, 43, 49, 14), (126, 128, 141, 13), (109, 114, 126, 10), (51, 56, 71, 9)]",https://kream.co.kr/products/42255 ,11000,786
Nike Air VaporMax 2021 Flyknit Triple Black,Nike,"[(25, 25, 25, 73), (44, 43, 43, 11)]",https://kream.co.kr/products/36489 ,2537,22
Nike Air More Uptempo 96 White Midnight Navy,Nike,"[(217, 217, 218, 88)]",https://kream.co.kr/products/64937 ,1133,21
(GS) Jordan 1 Low Light Smoke Grey Black,Jordan,"[(212, 214, 213, 44), (52, 52, 52, 28), (160, 162, 160, 9)]",https://kream.co.kr/products/57074 ,3451,11
Converse x Play Comme des Garcons Chuck 70 Ox Black,Converse,"[(229, 226, 218, 50), (34, 33, 34, 36), (187, 69, 78, 8)]",https://kream.co.kr/products/23509 ,12000,425
(W) Nike Dunk Low Essential Blue Paisley,Nike,"[(205, 210, 213, 48), (50, 98, 125, 19), (106, 142, 166, 17), (143, 177, 195, 13)]",https://kream.co.kr/products/47875 ,11000,116
New Balance 2002R Gray,New Balance,"[(93, 93, 97, 78), (27, 28, 38, 8)]",https://kream.co.kr/products/25469 ,5143,119
New Balance x Auralee 2002R White,New Balance,"[(186, 188, 171, 66), (153, 144, 100, 19)]",https://kream.co.kr/products/73723 ,477,5
Nike Air Force 1 Mid '07 QS Olive Green and Total Orange,Nike,"[(190, 188, 186, 57), (103, 104, 63, 20), (143, 139, 102, 17)]",https://kream.co.kr/products/61343 ,2495,50
Vans x Neighborhood Era 95 DX Grey,Vans,"[(129, 131, 132, 91)]",https://kream.co.kr/products/83408 ,127,5
Adidas Yeezy Boost 350 V2 Yeezreel - Non-Reflective,Adidas,"[(198, 212, 155, 70), (58, 70, 44, 10)]",https://kream.co.kr/products/23142 ,1578,165
Nike Air Max 97 Triple Black,Nike,"[(29, 29, 31, 87), (65, 65, 66, 8)]",https://kream.co.kr/products/23643 ,1793,72
New Balance 2002 Warm Alpaca,New Balance,"[(151, 150, 143, 54), (226, 226, 219, 23), (51, 51, 49, 11)]",https://kream.co.kr/products/49344 ,4247,134
Jordan 1 Low SE Diamond,Jordan,"[(25, 25, 25, 49), (203, 202, 201, 43)]",https://kream.co.kr/products/50674 ,4183,82
Adidas Yeezy 700 V3 Fade Salt,Adidas,"[(208, 202, 173, 59), (120, 119, 111, 14), (157, 156, 140, 8)]",https://kream.co.kr/products/79378 ,500,33
Converse x Moncler x Fragment Chuck 70 Ox Fraylor III Black,Converse,"[(41, 40, 39, 62), (200, 196, 179, 27)]",https://kream.co.kr/products/37613 ,3702,77
Nike Air Max 1 Premium Crepe Hemp,Nike,"[(214, 213, 200, 47), (116, 75, 54, 30), (195, 172, 143, 10)]",https://kream.co.kr/products/76908 ,280,7
New Balance 878 Gray,New Balance,"[(141, 149, 148, 68), (196, 201, 195, 10)]",https://kream.co.kr/products/41279 ,4630,33
Nike KD 15 EP Pink Foam,Nike,"[(189, 147, 165, 69), (238, 215, 224, 11)]",https://kream.co.kr/products/82303 ,24,1
Asics UB5-S Gel-Nimbus 9 Black Gunmetal,Asics,"[(30, 29, 31, 55), (184, 185, 181, 17), (113, 113, 117, 11), (68, 69, 76, 10)]",https://kream.co.kr/products/74550 ,2298,38
Nike Killshot 2 Leather Sail Gum,Nike,"[(212, 210, 204, 56), (178, 118, 82, 19), (155, 96, 71, 13)]",https://kream.co.kr/products/24746 ,6701,70
Adidas x Sean Wotherspoon Superstar Superearth,Adidas,"[(207, 206, 205, 58), (52, 69, 69, 12)]",https://kream.co.kr/products/25323 ,2367,72
(W) Jordan 1 Mid SE Noble Green,Jordan,"[(38, 52, 55, 42), (197, 199, 203, 39), (57, 94, 80, 10)]",https://kream.co.kr/products/77649 ,594,4
Asics Jog 100 S Sheet Rock - 2E Wide,Asics,"[(128, 139, 127, 62), (35, 39, 38, 21), (198, 213, 207, 9)]",https://kream.co.kr/products/50998 ,14000,212
(W) Jordan 4 Retro Sail,Jordan,"[(200, 192, 184, 92)]",https://kream.co.kr/products/54959 ,521,9
Jordan 6 Retro DMP 2020,Jordan,"[(19, 19, 19, 79), (189, 179, 167, 11)]",https://kream.co.kr/products/23402 ,553,48
Nike Air Force 1 Mid QS University Red and Midnight Navy,Nike,"[(195, 193, 197, 54), (49, 57, 87, 26)]",https://kream.co.kr/products/58592 ,8927,314
Jordan 1 Mid Gym Red Black White,Jordan,"[(214, 212, 216, 37), (37, 32, 33, 32), (131, 35, 47, 26)]",https://kream.co.kr/products/32777 ,26000,1597
(W) Nike Dunk Low Ocean,Nike,"[(19, 92, 124, 50), (209, 220, 228, 39)]",https://kream.co.kr/products/60024 ,6038,72
(W) Jordan 1 Retro High OG Starfish,Jordan,"[(177, 73, 28, 46), (200, 194, 188, 34)]",https://kream.co.kr/products/76361 ,1901,60
(GS) Jordan 4 Retro French Blue,Jordan,"[(197, 199, 202, 45), (42, 87, 124, 34)]",https://kream.co.kr/products/82933 ,138,8
Nike Dunk High Retro Championship White,Nike,"[(23, 24, 24, 53), (203, 203, 205, 41)]",https://kream.co.kr/products/37186 ,11000,157
Jordan 1 Retro High OG Vachetta Tan,Jordan,"[(211, 173, 142, 46), (36, 33, 35, 29), (221, 218, 212, 17)]",https://kream.co.kr/products/77086 ,415,8
(W) Nike Air Force 1 Shadow Triple White,Nike,"[(216, 217, 219, 96)]",https://kream.co.kr/products/22295 ,9698,135
Jordan 1 Mid Sonics 2021,Jordan,"[(34, 57, 50, 42), (212, 207, 199, 41)]",https://kream.co.kr/products/46215 ,9487,228
Nike Air VaporMax 2021 Flyknit White,Nike,"[(173, 174, 172, 64), (102, 109, 110, 14), (230, 230, 230, 11)]",https://kream.co.kr/products/36810 ,1943,14
Nike x Ambush Dunk High Deep Royal Blue,Nike,"[(28, 43, 76, 55), (198, 196, 195, 29)]",https://kream.co.kr/products/34573 ,14000,1503
Nike x Sacai VaporWaffle Sesame and Blue Void,Nike,"[(210, 190, 164, 31), (43, 46, 65, 21), (218, 218, 218, 17), (184, 115, 49, 14), (191, 140, 90, 10)]",https://kream.co.kr/products/33578 ,6350,1120
Nike x Kasina Dunk Low Road Sign - Kasina Exclusive,Nike,"[(224, 224, 219, 52), (72, 173, 167, 30), (118, 181, 182, 10)]",https://kream.co.kr/products/25585 ,5313,722
Nike x Sacai VaporWaffle Tour Yellow & Gorge Green Sail,Nike,"[(228, 228, 223, 35), (38, 51, 43, 31), (212, 179, 55, 16)]",https://kream.co.kr/products/26732 ,5693,1370
Jordan 4 x Union Retro SP Desert Moss,Jordan,"[(166, 167, 170, 46), (115, 101, 40, 32), (65, 53, 117, 10)]",https://kream.co.kr/products/36418 ,1487,240
Nike x Sacai VaporWaffle Royal Fuchsia,Nike,"[(215, 211, 209, 57), (32, 44, 65, 21)]",https://kream.co.kr/products/26022 ,7913,1688
Jordan 11 Retro Bred 2019,Jordan,"[(9, 9, 10, 50), (222, 217, 219, 18), (196, 36, 54, 11), (51, 46, 49, 8)]",https://kream.co.kr/products/23137 ,3282,481
Maison Margiela Replica Paint Drop Sneakers,Maison Margiela,"[(226, 229, 226, 66), (107, 81, 57, 25)]",https://kream.co.kr/products/24910 ,3514,397
(GS) Jordan 1 Retro High OG CO.JP Midnight Navy,Jordan,"[(38, 42, 57, 48), (219, 221, 225, 39)]",https://kream.co.kr/products/26146 ,14000,641
Nike x Sacai VaporWaffle Black White,Nike,"[(30, 28, 30, 53), (202, 199, 197, 32)]",https://kream.co.kr/products/26197 ,8781,2280
Nike x Sacai x Jean Paul Gaultier VaporWaffle Black White,Nike,"[(34, 34, 34, 63), (180, 177, 170, 27)]",https://kream.co.kr/products/41580 ,2287,136
Jordan 1 Retro High OG Gym Red,Jordan,"[(227, 225, 221, 39), (35, 34, 35, 38), (130, 57, 62, 17)]",https://kream.co.kr/products/21068 ,11000,1130
Jordan 4 Retro OG Fire Red 2020,Jordan,"[(205, 207, 208, 55), (35, 32, 33, 22), (144, 37, 50, 12)]",https://kream.co.kr/products/26186 ,3396,461
Jordan 1 Low Light Smoke Grey,Jordan,"[(207, 207, 207, 57), (45, 44, 44, 22), (154, 154, 155, 13)]",https://kream.co.kr/products/25789 ,18000,790
Adidas Yeezy Boost 350 V2 Cream/Triple White,Adidas,"[(201, 203, 205, 96)]",https://kream.co.kr/products/10121 ,4601,569
Nike ACG Mountain Fly Gore-Tex Clay Green,Nike,"[(84, 89, 83, 54), (26, 23, 28, 16), (136, 142, 136, 10), (192, 195, 193, 9)]",https://kream.co.kr/products/45086 ,1765,90
(W) New Balance 993 Made in USA Grey - D Wide,New Balance,"[(159, 159, 155, 70), (234, 234, 232, 11), (94, 98, 97, 10)]",https://kream.co.kr/products/26734 ,4522,94
(W) Chanel Ballerina Flat Lambskin & Beige Black,Chanel,"[(210, 181, 150, 70), (53, 46, 47, 17)]",https://kream.co.kr/products/53980 ,1641,5
New Balance 992 Made in USA Black Grey,New Balance,"[(15, 16, 16, 51), (188, 189, 178, 29), (105, 106, 103, 10)]",https://kream.co.kr/products/33070 ,9001,359
Valentino Gumboy Calfskin Sneakers White - 22FW,Valentino,"[(216, 215, 209, 96)]",https://kream.co.kr/products/68894 ,126,2
Nike ACG Mountain Fly Gore-Tex Black and Dark Grey,Nike,"[(29, 28, 31, 82)]",https://kream.co.kr/products/26336 ,1956,126
Maison Mihara Yasuhiro Wayne OG Sole Leather Low-top Sneakers White,Mihara Yasuhiro,"[(219, 226, 222, 89)]",https://kream.co.kr/products/40662 ,889,24
Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,Adidas,"[(206, 215, 137, 72), (103, 84, 55, 12)]",https://kream.co.kr/products/12130 ,1030,240
(W) Hermes Bouncing Sneakers Goatskin & Blanc Noir,Hermes,"[(187, 189, 188, 79), (33, 32, 34, 12)]",https://kream.co.kr/products/60869 ,986,6
(W) Hermes Paris Loafers Goatskin & Palladium Noir,Hermes,"[(34, 34, 34, 85)]",https://kream.co.kr/products/54809 ,682,5
Nike x Supreme Shox Ride 2 SP Black,Nike,"[(42, 43, 43, 92)]",https://kream.co.kr/products/67189 ,2840,86
Nike x StrangeLove SB Dunk Low Pink (Regular Box),Nike,"[(237, 212, 210, 60), (204, 36, 48, 17), (230, 151, 147, 15)]",https://kream.co.kr/products/23446 ,3757,429
(W) Nike Dunk High Team Red,Nike,"[(95, 34, 39, 46), (222, 220, 214, 44)]",https://kream.co.kr/products/29216 ,4051,108
Maison Mihara Yasuhiro Baker OG Sole Canvas Low Cut Sneakers Black,Mihara Yasuhiro,"[(32, 32, 33, 50), (222, 224, 226, 43)]",https://kream.co.kr/products/26198 ,1471,59
(W) Chanel Mixed Fibers Sneakers Velvet Calfskin & Gold Black,Chanel,"[(28, 29, 31, 74), (211, 212, 213, 19)]",https://kream.co.kr/products/48147 ,422,2
Nike x Ben & Jerry's SB Dunk Low Chunky Dunky,Nike,"[(214, 215, 214, 42), (37, 72, 53, 26), (237, 181, 21, 10)]",https://kream.co.kr/products/23950 ,2751,310
Hermes Bouncing Sneakers Calfskin Suede Goatskin & Noir,Hermes,"[(31, 26, 29, 66), (181, 175, 177, 24)]",https://kream.co.kr/products/62375 ,99,1
Maison Mihara Yasuhiro Baker OG Sole Canvas Low Cut Sneakers White,Mihara Yasuhiro,"[(219, 220, 220, 86), (48, 47, 44, 10)]",https://kream.co.kr/products/26199 ,565,20
Nike x Sacai LDWaffle Black Nylon,Nike,"[(41, 41, 40, 66), (226, 226, 231, 28)]",https://kream.co.kr/products/23601 ,1385,138
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low Sneakers Orange,Mihara Yasuhiro,"[(210, 208, 212, 47), (175, 44, 44, 37), (39, 28, 25, 11)]",https://kream.co.kr/products/71884 ,364,8
Y-3 Yohji Star White,Y-3,"[(193, 192, 187, 73), (22, 22, 25, 19)]",https://kream.co.kr/products/28880 ,3359,103
(W) Maison Margiela Kiki Slip-On Shoes Black,Maison Margiela,"[(27, 26, 27, 76), (101, 93, 92, 9)]",https://kream.co.kr/products/37853 ,418,1
New Balance x Joe Freshgoods 993 Made in USA Arctic Blue,New Balance,"[(119, 165, 173, 52), (209, 176, 156, 13), (19, 96, 103, 12), (174, 176, 173, 9)]",https://kream.co.kr/products/81537 ,72,4
(W) Maison Margiela Tabi Ballet Flat Shoes Black,Maison Margiela,"[(17, 17, 15, 71), (50, 48, 47, 14), (85, 80, 76, 8)]",https://kream.co.kr/products/37852 ,819,5
New Balance x Aime Leon Dore 1300 Botanical Green,New Balance,"[(14, 81, 61, 56), (206, 199, 178, 36)]",https://kream.co.kr/products/25954 ,2481,37
New Balance x Invincible x N.Hoolywood 1906R Gray,New Balance,"[(151, 159, 149, 52), (210, 217, 214, 10), (64, 73, 70, 8)]",https://kream.co.kr/products/80532 ,329,2
Nike Air Zoom Alphafly Next% 2 Mint Foam,Nike,"[(200, 208, 189, 65), (200, 221, 108, 13)]",https://kream.co.kr/products/68943 ,247,1
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low Sneakers Green,Mihara Yasuhiro,"[(223, 227, 232, 44), (30, 153, 112, 23), (9, 128, 85, 17), (37, 40, 39, 12)]",https://kream.co.kr/products/71883 ,646,3
Hermes Bouncing Sneakers Calfskin Suede Goatskin & Marine,Hermes,"[(37, 38, 47, 59), (178, 173, 167, 23), (163, 44, 25, 8)]",https://kream.co.kr/products/66336 ,45,0
(W) Golden Goose Superstar White Black Heel Tab Sneakers,Golden Goose,"[(218, 215, 212, 63), (186, 170, 146, 14)]",https://kream.co.kr/products/35800 ,737,5
Maison Margiela Calfskin Replica Sneakers White,Maison Margiela,"[(217, 220, 224, 80), (236, 235, 242, 9)]",https://kream.co.kr/products/24913 ,956,50
Guidi 992X Horse Full Grain Leather Derby Black,Guidi,"[(31, 31, 31, 73)]",https://kream.co.kr/products/79004 ,202,2
Hoka One One Tor Ultra Low Black,Hoka One One,"[(38, 35, 37, 89)]",https://kream.co.kr/products/76815 ,107,4
Salomon x The Broken Arm Techamphibian White Black Safari,Salomon,"[(48, 46, 45, 46), (181, 183, 183, 24), (157, 150, 140, 11), (129, 126, 121, 9)]",https://kream.co.kr/products/64581 ,1697,4
(W) Balenciaga Track Sneakers White,Balenciaga,"[(222, 218, 219, 88)]",https://kream.co.kr/products/52490 ,130,6
Jordan 1 Low Bred Toe,Jordan,"[(222, 224, 228, 39), (42, 42, 46, 32), (111, 25, 37, 13), (133, 50, 63, 11)]",https://kream.co.kr/products/42353 ,19000,598
Converse Chuck 70 Hi Black,Converse,"[(22, 22, 22, 47), (213, 206, 189, 40)]",https://kream.co.kr/products/13242 ,15000,835
(W) Nike Air Force 1 Shadow White Atmosphere Mint,Nike,"[(205, 204, 203, 79), (157, 167, 160, 8)]",https://kream.co.kr/products/56320 ,2640,7
Jordan 1 x J Balvin Retro High OG,Jordan,"[(30, 70, 93, 34), (212, 194, 187, 33), (103, 153, 126, 8)]",https://kream.co.kr/products/26518 ,1655,387
(W) Nike Dunk High Deep Royal Blue,Nike,"[(40, 42, 70, 49), (208, 208, 210, 41)]",https://kream.co.kr/products/74901 ,2441,22
Asics Gel-1130 Oyster Grey Pure Silver,Asics,"[(211, 202, 195, 46), (40, 45, 56, 16), (115, 110, 110, 11), (172, 159, 146, 9)]",https://kream.co.kr/products/61869 ,2541,27
(W) Autry Medalist Low Leather Sneakers White Black,Autry,"[(212, 208, 190, 88)]",https://kream.co.kr/products/48210 ,1072,12
New Balance 530 Silver,New Balance,"[(206, 203, 199, 51), (46, 47, 42, 18), (156, 156, 152, 9), (173, 174, 27, 8)]",https://kream.co.kr/products/24006 ,9628,473
Nike Dunk Low Retro Grey Fog Black,Nike,"[(33, 33, 33, 48), (176, 175, 176, 29), (118, 116, 117, 8)]",https://kream.co.kr/products/76880 ,4980,28
(W) Nike Air Force 1 '07 Essential Paisley Swoosh White Black,Nike,"[(188, 191, 199, 79), (54, 55, 64, 8)]",https://kream.co.kr/products/47116 ,18000,297
Adidas Adimatic Grey One,Adidas,"[(174, 173, 169, 70), (41, 41, 42, 15)]",https://kream.co.kr/products/79369 ,1175,8
(W) Nike Dunk Low Essential Brilliant Orange,Nike,"[(179, 70, 24, 44), (204, 200, 201, 25), (172, 165, 168, 14), (27, 22, 22, 8)]",https://kream.co.kr/products/74903 ,6328,76
Salomon XT-6 Clear Safari Vanila Ice,Salomon,"[(174, 164, 139, 68), (60, 60, 61, 13)]",https://kream.co.kr/products/61899 ,2347,29
Jordan 6 Retro Carmine 2021,Jordan,"[(223, 222, 223, 57), (82, 37, 43, 36)]",https://kream.co.kr/products/28975 ,7165,1146
Jordan 1 Mid SE Dark Chocolate,Jordan,"[(77, 55, 44, 58), (214, 198, 181, 23), (151, 97, 65, 14)]",https://kream.co.kr/products/44942 ,962,31
(GS) Nike x NBA Dunk Low Black and Chile Red,Nike,"[(218, 216, 214, 36), (48, 46, 48, 31), (186, 49, 57, 21)]",https://kream.co.kr/products/41949 ,7879,340
New Balance x Carhartt WIP 990v1 Made in USA Sculpture Center,New Balance,"[(37, 39, 50, 49), (212, 206, 200, 34), (122, 117, 112, 10)]",https://kream.co.kr/products/76936 ,2245,43
Adidas Yeezy 450 Cloud White,Adidas,"[(212, 212, 205, 87)]",https://kream.co.kr/products/30712 ,2168,131
(W) Nike Air Max 97 Next Nature White,Nike,"[(205, 204, 202, 81), (237, 236, 234, 9)]",https://kream.co.kr/products/48168 ,1306,7
Asics Jog 100 2 Black,Asics,"[(25, 28, 31, 86), (56, 57, 59, 8)]",https://kream.co.kr/products/36038 ,6908,86
Asics Gel-Sonoma 15-50 Oyster Grey,Asics,"[(189, 184, 180, 55), (111, 106, 103, 13), (54, 50, 49, 12), (143, 139, 137, 9)]",https://kream.co.kr/products/73795 ,3651,20
Adidas Yeezy 500 Ash Grey,Adidas,"[(116, 116, 115, 75), (162, 162, 161, 14)]",https://kream.co.kr/products/46083 ,3337,57
Nike Dunk Low Retro Championship Goldenrod,Nike,"[(220, 150, 22, 50), (219, 214, 212, 20), (55, 43, 36, 17)]",https://kream.co.kr/products/42553 ,12000,574
New Balance 327 Clean Vintage Moonbeam,New Balance,"[(209, 208, 201, 88)]",https://kream.co.kr/products/60774 ,552,4
Nike SB Dunk Low Pro Premium Deep Royal Blue,Nike,"[(212, 212, 216, 45), (32, 52, 113, 44)]",https://kream.co.kr/products/69540 ,12000,179
Salomon XT-6 Apricot Buff,Salomon,"[(232, 125, 22, 27), (231, 213, 204, 23), (48, 34, 39, 18), (211, 182, 165, 13), (131, 110, 110, 11)]",https://kream.co.kr/products/60347 ,1397,16
(W) Nike Daybreak Summit White University Red,Nike,"[(227, 223, 218, 61), (198, 184, 166, 18), (160, 49, 61, 15)]",https://kream.co.kr/products/26063 ,4961,88
Nike Dunk Low Retro QS Argon,Nike,"[(94, 175, 208, 38), (206, 208, 214, 28), (17, 117, 186, 12), (9, 67, 140, 10), (160, 195, 212, 8)]",https://kream.co.kr/products/72017 ,557,35
(W) Nike Dunk Low Next Nature Barely Green and White,Nike,"[(200, 205, 203, 74), (229, 230, 231, 12)]",https://kream.co.kr/products/55156 ,15000,82
(W) Autry Medalist Low Leather Sneakers Black White,Autry,"[(207, 203, 190, 52), (29, 30, 31, 39)]",https://kream.co.kr/products/48220 ,1398,8
Crocs x Mastermind Classic Clog Black,Crocs,"[(29, 28, 34, 76), (67, 68, 77, 11), (105, 110, 119, 8)]",https://kream.co.kr/products/68989 ,805,26
Jordan 1 Retro High OG Volt Gold,Jordan,"[(230, 228, 221, 41), (47, 47, 44, 34), (225, 205, 14, 17)]",https://kream.co.kr/products/27732 ,6645,905
Asics x I4P Gel-1130 Glacier Grey Mink,Asics,"[(190, 187, 171, 59), (69, 66, 57, 14), (114, 113, 100, 8)]",https://kream.co.kr/products/52235 ,12000,311
Adidas Superstar Golden Beige,Adidas,"[(201, 134, 52, 88)]",https://kream.co.kr/products/74267 ,1719,21
Nike Air Max 95 OG Neon Yellow 2020,Nike,"[(38, 38, 39, 43), (199, 203, 190, 22), (128, 135, 115, 12)]",https://kream.co.kr/products/26730 ,2310,521
Nike Air Force 1 '07 PRM 40th Anniversary Join Forces White,Nike,"[(200, 198, 195, 97)]",https://kream.co.kr/products/80111 ,1145,10
Nike Air Max 1 Premium Dirty Denim,Nike,"[(110, 127, 135, 46), (199, 180, 121, 21), (176, 190, 199, 11)]",https://kream.co.kr/products/74386 ,471,8
